solar_curr_mA,load_power_mW
1819.050085032359,3768.91157150023
1891.4999964181334,3768.921507004132
1925.6999075878414,3768.932119453772
1924.899988807738,3768.9427161491217
1883.300137706101,3768.952489591404
1807.2999955620617,7736.223873673954
1696.8499403446913,7736.172359894626
1551.5999984927475,7736.114944534362
1376.049913233146,3768.8762450716654
1542.349928058684,3768.8792700560293
1692.0499911066145,3768.8852578762144
1808.5999181494117,3768.893552457397
1888.0999414250257,3768.903420537064
1935.3500101715329,3768.914223846347
1945.6498557701707,3768.9252310855686
1912.6999541185799,3768.9355862716366
1845.5498502589762,3768.9446125207896
1742.4501129426062,3768.9515983201686
1605.349825695157,3768.9558707273354
1437.150058336556,3768.956814211947
1507.700071670115,3768.95915400579
1667.2498895786705,3768.964651573517
1793.650008039549,3768.9726508503695
1885.7998657040298,3768.9824739848536
1940.3998157940805,3768.993377815025
1955.9499924071133,3769.0045894886657
1939.999929163605,3769.015485565776
1882.2999845724553,3769.025239744318
1788.200024748221,3769.0331315989906
1658.6498531978577,3769.038459497431
1498.6500900704414,3769.0406207727674
1472.3998901899904,3769.0422625286665
1640.2000619564205,3769.0472253416106
1777.500001480803,3769.0549055854
1880.3498824127018,3769.0646214557864
1946.1000920273366,3769.075638703292
1975.499908439815,3769.0872379025473
1963.7499644886702,3769.098604635456
1916.5000412613153,3769.109036296566
1832.0999515708536,3769.117797615343
1710.2999845519662,3769.1241483736944
1553.3000987488779,3769.1273918889738
1433.5500600282103,3769.1282653750673
1613.2999735418707,3769.1326964179057
1757.9999985173345,3769.1399913477335
1870.5498951021584,3769.1495138808195
1945.849944604561,3769.16052679686
1986.8000526912513,3769.1723502641366
1986.4000205416235,3769.184165900371
1948.3998767100277,3769.1952295366286
1871.3501049205663,3769.2047683102014
1759.649894665927,3769.2120964200367
1611.7999621201307,3769.2164983867538
1433.8000619318339,3769.217377470893
1577.3999621160328,3769.2210986428045
1732.549862936139,3769.227890516984
1856.0000171419233,3769.237125725015
1943.1498367339375,3769.248085840601
1989.149895962328,3769.259956453984
2001.0999287478628,3769.272063665033
1971.4998779818418,3769.2835851300692
1905.550016090274,3769.2938014214747
1802.0499555859715,3769.3019693487126
1662.6500291749835,3769.3073783786604
1491.1498874425888,3769.3093931744293
1539.2000204883516,7736.9455850825225
1704.6499124262482,7736.89439941273
1837.5499348621815,7736.848612009556
1934.549945872277,3769.244729070308
1995.2000002376735,3769.2567194008484
2014.949859585613,3769.2691007014964
1993.949990719557,3769.2810664700655
1937.8999422769996,3769.2919230020525
1846.999948611483,3769.300980550866
1712.5999147538098,3769.3073781650855
1548.4500909224153,3769.3105270273804
1501.1998766567558,3769.3127407521556
1675.449893809855,3769.318403191336
1817.599986679852,3769.326879059081
1926.1499983258548,3769.3375033743037
1993.1499264203012,3769.3494538072755
2026.2999169062823,3769.3620604209873
2018.0999126750978,3769.3745048349138
1970.049925148487,3769.3859983502844
1883.9498807210475,3769.3957878861197
1762.1499137021601,3769.4031668690204
1604.2999050114304,3769.4074217909942
1459.8498819395902,3769.4088178373004
1643.9499449916186,3769.4138575408706
1795.7499949261546,3769.421901657193
1912.099978653714,3769.4322485922894
1992.2999490518123,3769.444182893945
2034.2999778222295,3769.4569485332254
2036.5999080240729,3769.4697597850786
1996.7000116594136,3769.4817814449348
1921.350049087778,3769.4923118911406
1807.2999955620617,3769.5005851735173
1657.8500799369067,3769.50590065333
1475.549943279475,3769.507608148377
1606.1498899944127,3769.5119004464923
1767.8498988971114,3769.519393088593
1893.9998699352145,3769.529382503524
1984.749978873879,3769.541168087227
2036.3999647088351,3769.5539759962007
2047.9499653447422,3769.5670125923607
2019.3999807816,3769.5794842318337
1952.799939317629,3769.5906378364557
1846.5999164618554,3769.59968964698
1705.6999786291271,3769.6059528789265
1531.4000484067947,3769.6087664704382
1567.0999709982425,3769.6122866434393
1738.0499048158529,3769.619190226224
1873.6500351224095,3769.6287776119416
1971.299934666604,3769.640297721851
2036.5499949548396,3769.6531093232297
2059.699909295887,3769.666379193442
2038.8999837450685,3769.6792374952493
1982.9999655485153,3769.690989536314
1886.2501019611955,3769.700826822045
1753.5498773213478,3769.708037820913
1587.300066603348,3769.7119585115374
1526.1500084307045,3769.7146689691904
1705.449976725504,3769.7209280918178
1850.9998335503042,3769.7300679343466
1961.8499209173026,3769.741401751516
2033.5998851805928,7737.852438326727
2066.3999021053314,7737.81596286527
2058.44989977777,7737.779163867296
2010.749885812402,3769.6995862779236
1922.99994523637,3769.710150967004
1799.3499932345005,3769.718268494506
1640.599948586896,3769.723244153247
1483.7499475106597,3769.72511552534
1670.800120336935,3769.7306889457523
1826.3999663759025,3769.739341987101
1947.5498993415388,3769.7503928506503
2027.949958574027,3769.7630350459704
2071.449998766184,3769.7765382717917
2073.9500178024177,3769.79009107564
2034.249919233844,3769.8028582472148
1960.3499094955625,3769.8141629075453
1841.9499974697828,3769.8231243187306
1690.1499475352468,3769.829081419284
1505.8000280987474,3769.831389971129
1632.6499462593347,3769.836209111107
1796.4000289794058,3769.8442691732853
1925.0999321229758,3769.85487647983
2017.249935306609,3769.8673076658797
2070.599875878543,3769.880794826832
2083.200088236481,3769.8945314653474
2054.199867416173,3769.9076942413394
1988.0500622093678,3769.919547898431
1878.8999295793476,3769.929241378927
1735.4999727103861,3769.9360968059686
1557.2499250993133,3769.93942441748
1591.2999515421689,3769.943425960032
1762.999891070649,3769.950825759735
1900.349889183417,3769.9609439987826
2003.4499175380918,3769.9731028330125
2067.2500249929726,3769.986524466373
2089.0499581582844,3770.0003776546214
2070.9999080281705,3770.013873703318
2012.8500182181597,3770.026218967199
1915.2498862240466,3770.036632651827
1780.6499090511352,3770.0443824545137
1611.4000754896551,3770.0487825774253
1547.8499699383974,3770.0519249699178
1728.14994584769,3770.058635822349
1878.0499522108587,3770.0683134946767
1989.149895962328,3770.080190090629
2062.19992833212,3770.093512555079
2094.4999414496124,3770.1074743877707
2087.9998919554055,3770.121307675461
2038.0498608574271,3770.1341524696577
1948.8501129671934,3770.1452319458413
1823.700004024431,3770.153834573576
1662.0500537101182,3770.159237942108
1502.8998313937336,3770.1614915018895
1693.0999117903411,3770.1675094546954
1850.1500017009678,3770.1766357344127
1970.6500461325052,3770.18814697739
2053.7999807856977,3770.2013039800936
2096.850075758994,3770.2153131118644
2099.150005960837,3770.229367865237
2059.849939541891,3770.242644907277
1981.1501260846856,7738.8791910954815
1865.049998741597,7738.834551771423
1709.449861664325,7738.783590497255
1521.9999477267265,3770.1792527211555
1653.200015425682,3770.1844811180235
1818.249875213951,3770.1929761648244
1948.1500203255564,3770.2040422139407
2040.9999706316742,3770.2169459990137
2093.899965984747,3770.2308968572515
2105.2498777862643,3770.245072450885
2076.3000065926467,3770.2586751816793
2006.7498553544285,3770.2709014982483
1897.4000704474747,3770.2809636894717
1752.4999566376212,3770.28815813931
1572.3500109743327,3770.2917871739305
1607.6499014161527,3770.2961148786776
1782.100007403642,3770.3038952733264
1922.3499111831188,3770.3144515040503
2024.8000510036948,3770.32703547076
2088.0000374745578,3770.3408703622877
2109.6499403938656,3770.3551338423495
2090.9498562105,3770.369027320576
2030.6999795138836,3770.3817284546244
1930.9998606331646,3770.3924564497574
1794.8998720385134,3770.4004908775005
1623.4000213444233,3770.4051310959435
1565.1999274268746,3770.4086194713595
1747.0499733462932,3770.4157069877
1895.2999380417168,3770.4257286696
2006.7500008735806,3770.4379562070603
2080.9000125154857,3770.451651385983
2112.399961333722,3770.46597010124
2103.5998361185193,3770.480114751746
2053.9999241009355,3770.4932778404504
1962.2500985860827,3770.5046251431577
1836.6999574936926,3770.513487682051
1670.7999748177829,3770.5190668483992
1520.2999929897487,3770.521667409949
1711.3499052356929,3770.528049186638
1872.3998800851405,3770.5376184572706
1988.2500055246055,3770.549480664734
2066.5999909397215,3770.562893635472
2106.8999194540083,3770.577104306746
2111.950016114861,3770.59141503145
2071.6499420814216,3770.60492825485
1992.249890463427,3770.6168701174083
1871.150016086176,3770.6264152986773
1715.5500245280564,3770.6328809663646
1527.049898868427,3770.6356159495344
